DRG Definition,Provider State,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,MI,762,29735.35696,10906.58005,9339.897638
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,IN,815,39270.18528,9958.657669,8436.182822
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,NC,815,34136,10443.25521,8557.402454
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,OH,815,35519.8638,10387.02209,8430.017178
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,GA,840,39973.99643,10075.71905,8617.821429
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,NJ,1018,64200.32024,11527.69057,9912.859528
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,IL,1074,44341.68994,10653.16574,9004.199255
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,PA,1135,47971.46608,10373.84758,8579
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,NY,1414,38384.55516,13854.30269,12001.18388
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,FL,2048,59001.18555,9767.500488,8376.713867
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,TX,2082,50687.91883,10376.38136,8722.106628
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,CA,2128,73869.7641,13670.14098,12093.54887
484 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,HI,21,43102.47619,19146.28571,13998.28571
484 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,VT,32,44268.4375,17303.1875,15633.8125
484 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,AK,53,64781.13208,21504.5283,18065.54717
484 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,RI,57,41505.54386,14986.12281,13475.2807
484 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,WY,63,59480.28571,22547.04762,16601.19048
484 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,DE,65,36328.26154,14318.76923,12833.84615
484 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,DC,74,68867.04054,17342.14865,14360.59459
484 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,NM,116,47350.09483,15373.61207,13490.85345
484 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,WV,117,46970.88889,14733.52137,12688.82051
484 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,NH,127,55258.58268,17117.37795,14260.13386
484 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,MT,151,35917.64238,13745.92053,11579.33775
484 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,ID,173,40596.16763,13818.60694,11806.92486
484 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,ME,174,39184.2069,14718.64943,12475.8908
484 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,ND,175,43880.97143,14201.88,11356.42286
484 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,NV,199,81376.77889,14591.52764,12240.40201
484 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,SD,205,49855.45854,13297.61463,11255.20976
484 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,CT,237,50897.01688,17664.79325,15899.4346
484 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,MS,248,54988.58468,13128.02016,10672.25403
484 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,KS,296,47060.11824,13033.72635,10903.3277
484 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,NE,328,39837.15549,13791.31098,11407.35671
484 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,LA,329,61252.8541,13321.91793,10697.21581
484 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,OK,330,52299.52424,13363.35152,10577.79091
484 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,OR,335,49245.71343,15447.73731,13199.21791
484 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,AR,370,41455.17838,12077.7973,10139.68108
484 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,NJ,382,71276.79581,15386.45812,13280.96073
484 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,IA,397,51380.42569,13659.46599,11312.89673
484 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,UT,407,43533.60442,14269.57494,10910.86978
484 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,AL,426,61833.34038,11611.91549,9685.00939
484 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,KY,450,59047.38,13672.32889,11110.04222
484 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,MA,480,43179.625,17857.43333,15538.67083
484 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,SC,510,62831.31569,13028.36471,10947.85098
484 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,WI,514,46037.81907,14388.1965,11526.59922
484 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,MD,525,25323.96,23672.13714,21586.90095
484 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,AZ,584,57039.41267,14450.04966,12558.7637
484 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,CO,621,67624.62641,15009.94525,12549.15459
484 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,TN,627,61980.11324,12944.437,10477.64274
484 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,WA,629,62469.97456,16626.60413,13873.38951
484 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,GA,666,59923.75976,13969.07958,11018.0015
484 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,VA,699,63364.73391,14422.0186,11562.61373
484 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,IN,731,59050.23393,13697,11123.83584
484 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,MN,735,39294.38639,16237.64082,13228.50204
484 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,IL,741,61545.29285,15347.93927,12182.53846
484 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,MO,876,45929.15411,13926.34475,11394.27854
484 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,NY,927,46890.62675,17410.86947,14751.60518
484 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,MI,970,40997.57113,14741.87423,12526.54536
484 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,PA,979,61737.93871,14823.51073,12161.86313
484 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,OH,1022,50099.64579,13387.28963,10838.55088
484 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,NC,1126,52636.31616,13765.57105,11415.18206
484 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,TX,1563,69796.60013,14112.38132,11363.26424
484 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,CA,1645,96665.37568,18601.34103,16332.75076
484 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,FL,1666,78298.87395,13220.31753,11030.14046
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,VT,36,21941.02778,9528.305556,6555.166667
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,HI,40,31073.4,9480.775,6851.85
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,AK,77,39607.54545,11101.1039,9477.701299
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,DE,79,17670.51899,7967.531646,6292.658228
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,RI,80,21355.3375,8962.1,6955.6125
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,NH,100,33347.07,8355.63,6516.55
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,WY,100,37860.15,7498.09,6095.93
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,SD,110,31307.07273,7171.227273,5312.545455
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,DC,116,38193.13793,9469.732759,6398.862069
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,NM,116,37504.77586,8758.258621,5949.810345
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,MT,120,22828.225,7114.341667,5222.241667
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,ME,121,16488.57851,7461.024793,5994.429752
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,ND,121,17418.18182,6743.991736,4801.363636
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,ID,123,23243.26829,6978.634146,5633.918699
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,WV,139,23765.79137,7407.582734,5499.741007
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,UT,161,19586.41615,7328.850932,4668.136646
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,NE,202,29072.70792,7073.717822,5196.891089
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,MS,213,45146.67606,6823.647887,5124.910798
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,CT,266,28031.59774,8974.285714,6820.631579
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,NV,271,46876.22878,7526.811808,5355.523985
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,KY,288,29081.05208,7077.055556,5163.322917
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,IA,291,25550.30584,6561.714777,4933.161512
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,CO,318,45694.01258,8361.437107,5659.163522
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,KS,364,29111.69231,6420.892857,4841.645604
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,LA,376,34924.57713,6730.797872,4730.180851
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,SC,396,41806.65657,7362.189394,4953.123737
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,IN,428,33590.66355,6999.242991,5240.432243
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,WI,433,26157.48499,7313.762125,5498.759815
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,OR,463,23791.59395,8265.285097,5837.794816
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,AL,467,33788.01071,6220.582441,4375.344754
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,AR,475,20248.29053,5989.364211,4329.650526
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,NJ,559,45856.45975,8058.275492,6051.175313
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,AZ,585,38205.62222,8026.591453,5938.682051
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,TN,596,27072.32215,6648.602349,4685.798658
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,OK,599,27375.86477,6093.75793,4411.587646
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,MO,603,27776.55058,6924.782753,5001.074627
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,MD,608,12595.45066,11848.9852,10034.35033
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,GA,679,32833,7109.054492,5050.805596
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,MA,717,27078.49512,9676.026499,7648.977685
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,VA,750,29968.70133,7775.781333,5490.421333
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,NC,757,27078.71202,7230.167768,5172.121532
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,WA,815,34967.90552,8300.839264,5991.77546
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,MN,869,25912.95052,8153.681243,5987.547756
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,OH,1004,32127.06474,7395.75,4998.99502
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,MI,1080,21797.34444,7603.95,5730.64537
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,IL,1142,38807.69002,8759.688266,5717.930823
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,NY,1386,30025.87951,9830.178211,7253.361472
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,PA,1509,36805.28429,7692.554009,5425.555335
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,FL,1760,51584.65284,6881.578977,4927.351705
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,TX,1840,40930.31902,7493.613043,5189.68587
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,CA,2791,64943.0344,9440.620924,7452.258689
536 - FRACTURES OF HIP & PELVIS W/O MCC,AK,30,26317.6,7294.433333,6225.6
536 - FRACTURES OF HIP & PELVIS W/O MCC,ND,44,12777.40909,4688.181818,3381.181818
536 - FRACTURES OF HIP & PELVIS W/O MCC,VT,47,11667.80851,5887.574468,4552.148936
536 - FRACTURES OF HIP & PELVIS W/O MCC,HI,50,18415.1,6978.26,5821.78
536 - FRACTURES OF HIP & PELVIS W/O MCC,DC,58,20564.27586,5986.362069,4144.103448
536 - FRACTURES OF HIP & PELVIS W/O MCC,WY,74,13301.56757,6308.378378,4984.5
536 - FRACTURES OF HIP & PELVIS W/O MCC,ID,84,13304.35714,4851.059524,3601.488095
536 - FRACTURES OF HIP & PELVIS W/O MCC,RI,89,17117.11236,5106.011236,4016.449438
536 - FRACTURES OF HIP & PELVIS W/O MCC,SD,89,15450.59551,4900.831461,3644.146067
536 - FRACTURES OF HIP & PELVIS W/O MCC,MT,90,11904.62222,4762.255556,3542.555556
536 - FRACTURES OF HIP & PELVIS W/O MCC,DE,124,14376.77419,5300.483871,3767.282258
536 - FRACTURES OF HIP & PELVIS W/O MCC,NH,151,15612.61589,4715.119205,3620.860927
536 - FRACTURES OF HIP & PELVIS W/O MCC,NE,160,14716.04375,4680.64375,3524.38125
536 - FRACTURES OF HIP & PELVIS W/O MCC,NM,167,17721.26347,5321.143713,4178.664671
536 - FRACTURES OF HIP & PELVIS W/O MCC,NV,170,26646.84118,4906.335294,3672.970588
536 - FRACTURES OF HIP & PELVIS W/O MCC,ME,173,10933.30058,4691.427746,3636.260116
536 - FRACTURES OF HIP & PELVIS W/O MCC,UT,186,13088.94624,5072.05914,3211.198925
536 - FRACTURES OF HIP & PELVIS W/O MCC,OR,206,13913.52913,5057.281553,3897.029126
536 - FRACTURES OF HIP & PELVIS W/O MCC,WV,219,10867.10046,4450.200913,3173.018265
536 - FRACTURES OF HIP & PELVIS W/O MCC,AR,289,12371.08651,4078.49827,3058.179931
536 - FRACTURES OF HIP & PELVIS W/O MCC,IA,289,12716.52941,4468.961938,3306.266436
536 - FRACTURES OF HIP & PELVIS W/O MCC,KS,309,15471.84142,4515.501618,3310.809061
536 - FRACTURES OF HIP & PELVIS W/O MCC,LA,310,17389.57097,4249.616129,3323.087097
536 - FRACTURES OF HIP & PELVIS W/O MCC,MS,323,17202.62539,4338.176471,3194.950464
536 - FRACTURES OF HIP & PELVIS W/O MCC,CT,346,19579.97399,6086.67052,4520.83815
536 - FRACTURES OF HIP & PELVIS W/O MCC,CO,374,24899.10695,4819.885027,3581.815508
536 - FRACTURES OF HIP & PELVIS W/O MCC,WA,379,19114.36675,5239.171504,4024.992084
536 - FRACTURES OF HIP & PELVIS W/O MCC,OK,398,15118.08291,4353.603015,3228.743719
536 - FRACTURES OF HIP & PELVIS W/O MCC,KY,406,14319.87438,4559.874384,3264.517241
536 - FRACTURES OF HIP & PELVIS W/O MCC,SC,417,17703.53237,4555.059952,3326.563549
536 - FRACTURES OF HIP & PELVIS W/O MCC,WI,433,15449.89838,4797.729792,3512.702079
536 - FRACTURES OF HIP & PELVIS W/O MCC,MN,454,15010.79736,5351.453744,3994.396476
536 - FRACTURES OF HIP & PELVIS W/O MCC,AL,504,17321.09722,4097.680556,2933.47619
536 - FRACTURES OF HIP & PELVIS W/O MCC,AZ,537,20705.48417,4988.89013,3764.504655
536 - FRACTURES OF HIP & PELVIS W/O MCC,IN,559,14990.05188,4434.169946,3313.942755
536 - FRACTURES OF HIP & PELVIS W/O MCC,MO,566,16522.29505,4558.20318,3418.860424
536 - FRACTURES OF HIP & PELVIS W/O MCC,TN,582,16441.7921,4115.797251,3088.149485
536 - FRACTURES OF HIP & PELVIS W/O MCC,GA,641,16302.06396,4438.50234,3310.419657
536 - FRACTURES OF HIP & PELVIS W/O MCC,MD,675,7220.219259,6733.862222,5709.411852
536 - FRACTURES OF HIP & PELVIS W/O MCC,NC,764,13706.45157,4757.577225,3379.134817
536 - FRACTURES OF HIP & PELVIS W/O MCC,VA,792,14786.13763,4593.704545,3297.05303
536 - FRACTURES OF HIP & PELVIS W/O MCC,MA,807,11816.7373,5819.900867,4625.482032
536 - FRACTURES OF HIP & PELVIS W/O MCC,MI,896,12676.30469,4963.027902,3697.808036
536 - FRACTURES OF HIP & PELVIS W/O MCC,OH,977,14324.44831,4612.056295,3219.106448
536 - FRACTURES OF HIP & PELVIS W/O MCC,NJ,1012,36050.18972,5368.262846,3839.125494
536 - FRACTURES OF HIP & PELVIS W/O MCC,IL,1154,19356.44454,4817.190641,3529.969671
536 - FRACTURES OF HIP & PELVIS W/O MCC,PA,1208,21921.19454,4800.717715,3304.244205
536 - FRACTURES OF HIP & PELVIS W/O MCC,TX,1806,21504.58527,4747.960687,3487.792359
536 - FRACTURES OF HIP & PELVIS W/O MCC,NY,2069,22351.34461,6246.831319,4749.100532
536 - FRACTURES OF HIP & PELVIS W/O MCC,CA,2096,35914.38645,6232.567271,4899.108302
536 - FRACTURES OF HIP & PELVIS W/O MCC,FL,2322,22925.35271,4494.277778,3196.546081
552 - MEDICAL BACK PROBLEMS W/O MCC,AK,55,31831.12727,8209.290909,7138.290909
552 - MEDICAL BACK PROBLEMS W/O MCC,WY,73,18544.9863,7260.369863,6359
552 - MEDICAL BACK PROBLEMS W/O MCC,VT,98,17071.72449,7195.714286,5627.887755
552 - MEDICAL BACK PROBLEMS W/O MCC,HI,116,21154.13793,7910.103448,6206.068966
552 - MEDICAL BACK PROBLEMS W/O MCC,ND,122,15603.31967,5710.229508,4413.286885
552 - MEDICAL BACK PROBLEMS W/O MCC,RI,125,24974.424,7387.888,5597.224
552 - MEDICAL BACK PROBLEMS W/O MCC,ID,146,17526.60959,5718.40411,4508.417808
552 - MEDICAL BACK PROBLEMS W/O MCC,MT,146,15131.39041,5504.616438,4314.869863
552 - MEDICAL BACK PROBLEMS W/O MCC,DC,155,25548.70968,8289.296774,5980.019355
552 - MEDICAL BACK PROBLEMS W/O MCC,SD,179,19464.41899,5845.910615,4583.592179
552 - MEDICAL BACK PROBLEMS W/O MCC,NM,204,20008.37745,6643.147059,5129.156863
552 - MEDICAL BACK PROBLEMS W/O MCC,DE,246,17182.37805,6872.97561,5103.764228
552 - MEDICAL BACK PROBLEMS W/O MCC,UT,253,17996.39921,5826.770751,4224.537549
552 - MEDICAL BACK PROBLEMS W/O MCC,ME,268,14225.99627,5998.567164,4731.977612
552 - MEDICAL BACK PROBLEMS W/O MCC,NH,299,20764.91973,6345.826087,4781.16388
552 - MEDICAL BACK PROBLEMS W/O MCC,OR,309,19847.6246,6805.323625,5042.417476
552 - MEDICAL BACK PROBLEMS W/O MCC,NE,330,19745.94848,5777.572727,4297.242424
552 - MEDICAL BACK PROBLEMS W/O MCC,NV,395,36265.51899,6388.336709,4808.721519
552 - MEDICAL BACK PROBLEMS W/O MCC,WV,449,15432.15367,5883.062361,4169.097996
552 - MEDICAL BACK PROBLEMS W/O MCC,KS,544,24339.49265,5630.047794,3980.481618
552 - MEDICAL BACK PROBLEMS W/O MCC,MS,571,22012.89317,5315.035026,4116.915937
552 - MEDICAL BACK PROBLEMS W/O MCC,LA,574,19697.81185,5323.749129,4123.076655
552 - MEDICAL BACK PROBLEMS W/O MCC,AR,576,16571.625,5036.211806,3889.005208
552 - MEDICAL BACK PROBLEMS W/O MCC,IA,583,18196.23328,5590.727273,4223.099485
552 - MEDICAL BACK PROBLEMS W/O MCC,SC,588,26536.61735,5653.777211,4267.879252
552 - MEDICAL BACK PROBLEMS W/O MCC,OK,644,17603.01553,5338.661491,4136.225155
552 - MEDICAL BACK PROBLEMS W/O MCC,WA,687,25992.16157,6709.615721,5024.554585
552 - MEDICAL BACK PROBLEMS W/O MCC,AL,722,26873.42798,5085.020776,3760.932133
552 - MEDICAL BACK PROBLEMS W/O MCC,CO,761,31514.11432,5691.366623,4329.676741
552 - MEDICAL BACK PROBLEMS W/O MCC,CT,797,24996.27353,7352.385194,5827.104141
552 - MEDICAL BACK PROBLEMS W/O MCC,KY,880,18796.62273,5773.55,4119.936364
552 - MEDICAL BACK PROBLEMS W/O MCC,AZ,881,27369.53802,6252.333712,4893.298524
552 - MEDICAL BACK PROBLEMS W/O MCC,GA,903,24558.66224,5555.467331,4228.681063
552 - MEDICAL BACK PROBLEMS W/O MCC,TN,904,23236.45354,5439.712389,3937.963496
552 - MEDICAL BACK PROBLEMS W/O MCC,MN,988,18197.34312,6674.748988,4907.812753
552 - MEDICAL BACK PROBLEMS W/O MCC,WI,1038,20820.24277,5985.166667,4485.964355
552 - MEDICAL BACK PROBLEMS W/O MCC,IN,1249,20156.40512,5525.276221,4189.214572
552 - MEDICAL BACK PROBLEMS W/O MCC,MO,1313,22068.48515,5527.799695,4170.191165
552 - MEDICAL BACK PROBLEMS W/O MCC,NC,1356,18789.3031,6067.268437,4416.130531
552 - MEDICAL BACK PROBLEMS W/O MCC,MD,1407,8369.028429,7844.710021,6711.901919
552 - MEDICAL BACK PROBLEMS W/O MCC,VA,1674,19657.36499,5929.761649,4248.948029
552 - MEDICAL BACK PROBLEMS W/O MCC,MA,1734,15114.60323,7368.188005,5974.912918
552 - MEDICAL BACK PROBLEMS W/O MCC,NJ,2132,48056.19981,6860.930113,4948.158068
552 - MEDICAL BACK PROBLEMS W/O MCC,MI,2319,16986.89909,6164.785683,4686.86589
552 - MEDICAL BACK PROBLEMS W/O MCC,OH,2449,20555.56186,5940.610045,4213.820335
552 - MEDICAL BACK PROBLEMS W/O MCC,PA,2775,29756.35676,6112.344144,4218.258378
552 - MEDICAL BACK PROBLEMS W/O MCC,IL,3151,25305.83307,6192.838781,4558.438591
552 - MEDICAL BACK PROBLEMS W/O MCC,TX,3370,30102.3638,5989.281306,4434.769733
552 - MEDICAL BACK PROBLEMS W/O MCC,NY,4136,27182.0087,7883.10324,6180.125
552 - MEDICAL BACK PROBLEMS W/O MCC,CA,4320,45595.99144,7697.733102,6321.904167
552 - MEDICAL BACK PROBLEMS W/O MCC,FL,4369,31853.11948,5344.120851,4155.76173
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",AK,25,30834.04,7937.96,6996.2
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",WY,25,15214.24,6176.44,5140.12
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",HI,37,23721.21622,7171.054054,5368.945946
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",ND,40,13863.525,4971.1,3784.6
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",VT,43,16341.88372,7158.418605,5212.255814
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",DC,51,21267.05882,7429.647059,5494.568627
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",MT,54,12276.37037,4971.518519,3594.574074
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",ID,57,13737.73684,4816.77193,3647.982456
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",SD,68,15742.85294,4998.308824,3922.838235
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",UT,89,13910.06742,5195.94382,3308.494382
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",RI,92,20064.04348,6017.282609,4530.369565
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",DE,108,14572.2037,5913.675926,4110.138889
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",NM,119,17771.34454,5494.781513,4384.310924
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",ME,122,12880.7377,5214.483607,4036.598361
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",OR,141,17176.96454,5658.971631,4128.397163
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",NH,145,17475.7931,5396.448276,4017.158621
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",NV,148,31340.88514,5321.324324,4166.858108
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",NE,158,16840.67089,5018.132911,3764.734177
